# Simulation 1 (Up to date)
# 523 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.564,800.884,15.855,-9.762,18.072,9.766,105.091,0.039,105.091,0.021,8.674,0.263,28.61,-80.599,9.79,4.555,-3.052e-5,13.788,-0.01,3814.827,245.056,0.395,0.005,73.755,57.193,1.8,0.061,1.466e6,0,0.49,0.288,0.303,0.219,0.003,0.066,0.541,0.942,-4.888e-4,0,0,0,0,0.032,0.002,9.2,66.476,54.505,0.031,4.653,9.794,920.992,337.234,0.05,0.059
11.614,801.665,15.367,-9.738,17.639,9.743,105.524,0.039,105.524,0.021,8.66,0.289,28.61,-80.599,9.79,5.211,-3.11e-5,14.877,-0.011,3814.827,245.056,0.395,0.005,73.3,57.193,1.751,0.061,1.451e6,0,0.486,0.288,0.307,0.219,0.003,0.066,0.633,1.071,6.747e-5,0,0,0,0,0.038,0.002,9.2,66.476,53.789,0.031,4.899,9.789,920.905,337.231,0.05,0.059
11.664,802.421,14.881,-9.721,17.21,9.726,105.957,0.039,105.957,0.021,8.645,0.303,28.61,-80.599,9.79,5.661,-2.179e-5,16.03,-0.012,3814.827,245.056,0.395,0.005,73.001,57.193,1.718,0.06,1.432e6,0,0.478,0.288,0.31,0.219,0.003,0.066,0.699,1.155,-2.377e-4,0,0,0,0,0.046,0.002,9.2,66.476,53.016,0.032,5.06,9.784,920.82,337.228,0.05,0.059
11.714,803.153,14.395,-9.707,16.784,9.712,106.389,0.04,106.389,0.021,8.63,0.31,28.61,-80.599,9.79,5.997,-2.321e-5,17.251,-0.012,3814.827,245.056,0.395,0.005,72.783,57.193,1.695,0.059,1.412e6,0,0.469,0.288,0.312,0.219,0.003,0.066,0.749,1.214,6.192e-5,0,0,0,0,0.054,0.002,9.2,66.476,52.184,0.032,5.181,9.78,920.739,337.225,0.05,0.059
11.764,803.86,13.91,-9.709,16.361,9.713,106.82,0.04,106.82,0.021,8.615,0.292,28.61,-80.599,9.79,5.911,-2.808e-5,18.423,-0.012,3814.827,245.056,0.395,0.005,72.839,57.193,1.701,0.058,1.383e6,0,0.449,0.288,0.312,0.219,0.003,0.066,0.736,1.186,4.02e-4,0,0,0,0,0.065,0.002,9.2,66.476,51.292,0.032,5.111,9.775,920.659,337.222,0.05,0.059
11.814,804.544,13.424,-9.709,15.943,9.713,107.25,0.04,107.25,0.022,8.601,0.277,28.61,-80.599,9.79,5.861,-2.623e-5,19.519,-0.013,3814.827,245.056,0.395,0.005,72.87,57.193,1.704,0.057,1.356e6,0,0.431,0.288,0.312,0.219,0.003,0.066,0.728,1.165,6.078e-5,0,0,0,0,0.075,0.002,9.2,66.476,50.343,0.033,5.068,9.77,920.583,337.22,0.05,0.059
11.864,805.203,12.939,-9.705,15.529,9.708,107.68,0.041,107.68,0.022,8.587,0.27,28.61,-80.599,9.79,5.946,-3.063e-5,20.59,-0.013,3814.827,245.056,0.395,0.005,72.816,57.193,1.698,0.056,1.333e6,0,0.417,0.288,0.312,0.219,0.003,0.066,0.741,1.171,4.373e-4,0,0,0,0,0.087,0.002,9.2,66.476,49.34,0.033,5.098,9.766,920.509,337.217,0.05,0.059
11.914,805.838,12.454,-9.71,15.12,9.713,108.109,0.041,108.109,0.022,8.574,0.249,28.61,-80.599,9.79,5.755,-2.868e-5,21.594,-0.014,3814.827,245.056,0.395,0.005,72.938,57.193,1.711,0.055,1.304e6,0,0.397,0.288,0.311,0.219,0.003,0.066,0.713,1.12,-2.149e-4,0,0,0,0,0.1,0.002,9.2,66.476,48.286,0.033,5.002,9.762,920.439,337.215,0.05,0.059
11.964,806.448,11.968,-9.718,14.715,9.721,108.537,0.041,108.537,0.022,8.562,0.225,28.61,-80.599,9.79,5.458,-2.468e-5,22.481,-0.013,3814.827,245.056,0.395,0.005,73.133,57.193,1.733,0.053,1.272e6,0,0.376,0.288,0.309,0.219,0.003,0.066,0.669,1.045,-2.985e-4,0,0,0,0,0.114,0.002,9.2,66.476,47.183,0.033,4.858,9.758,920.37,337.212,0.05,0.06
12.014,807.035,11.482,-9.713,14.316,9.715,108.965,0.042,108.965,0.022,8.551,0.22,28.61,-80.599,9.79,5.564,-3.06e-5,23.311,-0.013,3814.827,245.056,0.395,0.005,73.062,57.193,1.725,0.052,1.252e6,0,0.365,0.288,0.309,0.219,0.003,0.066,0.684,1.054,-7.519e-5,0,0,0,0,0.126,0.002,9.2,66.476,46.038,0.033,4.905,9.754,920.305,337.21,0.05,0.06
12.064,807.596,10.997,-9.704,13.923,9.706,109.392,0.042,109.392,0.022,8.54,0.22,28.61,-80.599,9.79,5.788,-3.518e-5,24.165,-0.014,3814.827,245.056,0.395,0.005,72.916,57.193,1.709,0.052,1.235e6,0,0.357,0.288,0.311,0.219,0.003,0.066,0.717,1.086,2.382e-4,0,0,0,0,0.139,0.002,9.2,66.476,44.851,0.033,5.009,9.751,920.242,337.208,0.05,0.06
12.114,808.134,10.511,-9.707,13.537,9.71,109.819,0.042,109.819,0.022,8.529,0.204,28.61,-80.599,9.79,5.639,-2.814e-5,24.941,-0.013,3814.827,245.056,0.395,0.005,73.013,57.193,1.719,0.051,1.208e6,0,0.34,0.288,0.31,0.219,0.003,0.066,0.695,1.04,-4.673e-4,0,0,0,0,0.155,0.002,9.2,66.476,43.623,0.033,4.932,9.747,920.182,337.206,0.05,0.06
# Event EJECTION_CHARGE occurred at t=12.16 seconds
12.16,808.61,10.063,-9.702,13.185,9.704,110.213,0.043,110.213,0.022,8.52,0.201,28.61,-80.599,9.79,5.777,-2.64e-5,25.65,-0.013,3814.827,245.056,0.395,0.005,72.922,57.193,1.71,0.05,1.192e6,0,0.332,0.288,0.311,0.219,0.003,0.066,0.716,1.055,3.294e-4,0,0,0,0,0.169,0.002,9.2,66.476,42.454,0.033,4.992,9.744,920.129,337.204,0.046,0.06
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=12.161 seconds
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=12.161 seconds
12.163,808.635,10.039,-9.702,13.166,9.704,110.234,0.043,110.234,0.022,8.52,0.2,28.61,-80.599,9.79,5.774,-2.78e-5,25.687,-0.013,3814.827,245.056,0.395,0.005,72.924,57.193,1.71,0.05,1.191e6,0,0.332,0.288,0.311,0.219,0.003,0.066,0.715,1.054,3.117e-4,0,0,0,0,0.169,0.002,9.2,66.476,42.39,0.033,4.99,9.744,920.126,337.204,0.003,0.06
12.163,808.645,10.012,-26.975,16.796,35.533,110.243,0.043,110.243,0.022,8.496,23.128,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.05,1.188e6,0,109.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.99,9.744,920.126,337.204,0.001,0.153
12.172,808.726,9.79,-26.893,16.511,35.412,110.312,0.043,110.312,0.022,8.307,23.038,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.05,1.168e6,0,109.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.989,9.744,920.125,337.204,0.008,0.153
12.18,808.807,9.571,-26.226,16.226,34.433,110.381,0.043,110.381,0.022,8.12,22.311,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.049,1.148e6,0,105.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.983,9.743,920.116,337.203,0.008,0.153
12.189,808.89,9.347,-25.581,15.936,33.485,110.451,0.043,110.451,0.022,7.931,21.608,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.048,1.127e6,0,102.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.976,9.743,920.107,337.203,0.009,0.153
12.198,808.975,9.119,-24.936,15.642,32.539,110.523,0.043,110.523,0.022,7.74,20.904,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.047,1.107e6,0,98.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.969,9.742,920.098,337.203,0.009,0.153
12.208,809.061,8.885,-24.292,15.342,31.594,110.596,0.043,110.596,0.022,7.546,20.201,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.046,1.085e6,0,94.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.962,9.742,920.088,337.202,0.01,0.153
12.22,809.171,8.586,-23.71,15.027,30.833,110.69,0.043,110.69,0.022,7.297,19.711,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.046,1.063e6,0,92.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.036,9.741,920.078,337.202,0.013,0.153
12.234,809.291,8.259,-23.003,14.721,29.944,110.791,0.043,110.791,0.022,7.025,19.171,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.045,1.041e6,0,88.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.161,9.74,920.066,337.202,0.014,0.153
12.25,809.413,7.923,-22.255,14.418,29.006,110.895,0.043,110.895,0.022,6.744,18.603,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.044,1.02e6,0,85.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.302,9.74,920.053,337.201,0.015,0.153
12.266,809.539,7.575,-21.51,14.11,28.073,111.002,0.043,111.002,0.022,6.452,18.039,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.043,9.982e5,0,82.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.452,9.739,920.039,337.201,0.016,0.153
12.281,809.653,7.256,-20.728,13.801,27.023,111.099,0.043,111.099,0.022,6.185,17.337,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.042,9.763e5,0,78.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.555,9.738,920.025,337.2,0.015,0.153
12.298,809.77,6.925,-20.036,13.476,26.092,111.199,0.044,111.199,0.022,5.909,16.714,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.041,9.533e5,0,74.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.652,9.737,920.012,337.2,0.017,0.153
12.315,809.89,6.581,-19.344,13.145,25.162,111.302,0.044,111.302,0.022,5.623,16.092,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.04,9.298e5,0,71.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.756,9.736,919.999,337.199,0.018,0.153
12.33,809.983,6.313,-18.57,12.794,23.958,111.382,0.044,111.382,0.022,5.404,15.138,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.039,9.05e5,0,66.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.724,9.736,919.986,337.199,0.014,0.153
12.345,810.076,6.042,-17.98,12.435,23.023,111.461,0.044,111.461,0.023,5.187,14.381,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.038,8.796e5,0,63.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.681,9.735,919.975,337.198,0.015,0.153
12.361,810.171,5.761,-17.406,12.067,22.116,111.543,0.044,111.543,0.023,4.967,13.644,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.037,8.536e5,0,59.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.636,9.735,919.965,337.198,0.016,0.153
12.381,810.281,5.432,-16.862,11.692,21.305,111.638,0.044,111.638,0.023,4.713,13.022,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.036,8.27e5,0,56.528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.64,9.734,919.954,337.198,0.02,0.153
12.403,810.398,5.068,-16.266,11.31,20.444,111.74,0.044,111.74,0.023,4.436,12.385,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.035,8.001e5,0,53.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.775e-4,NaN,NaN,NaN,NaN,5.675,9.733,919.942,337.197,0.022,0.153
12.427,810.515,4.695,-15.633,10.923,19.522,111.843,0.044,111.843,0.023,4.157,11.693,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.034,7.727e5,0,49.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.16e-4,NaN,NaN,NaN,NaN,5.705,9.732,919.929,337.197,0.024,0.153
12.45,810.619,4.35,-14.989,10.517,18.522,111.935,0.044,111.935,0.023,3.907,10.88,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.032,7.439e5,0,45.999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.535e-4,NaN,NaN,NaN,NaN,5.668,9.732,919.916,337.196,0.023,0.153
12.475,810.725,3.984,-14.428,10.099,17.652,112.031,0.044,112.031,0.023,3.648,10.169,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.031,7.144e5,0,42.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.965e-4,NaN,NaN,NaN,NaN,5.632,9.731,919.904,337.196,0.025,0.153
12.508,810.847,3.533,-13.894,9.672,16.886,112.145,0.045,112.145,0.023,3.337,9.597,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.03,6.841e5,0,39.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.368e-4,NaN,NaN,NaN,NaN,5.667,9.73,919.893,337.195,0.032,0.154
12.543,810.963,3.066,-13.275,9.244,15.989,112.256,0.045,112.257,0.023,3.023,8.913,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.539e5,0,36.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.641e-4,NaN,NaN,NaN,NaN,5.698,9.729,919.879,337.195,0.035,0.154
12.58,811.067,2.6,-12.668,8.799,15.075,112.362,0.045,112.362,0.023,2.723,8.173,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.027,6.224e5,0,33.053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.901e-4,NaN,NaN,NaN,NaN,5.684,9.729,919.866,337.195,0.037,0.154
12.609,811.138,2.243,-12.052,8.253,13.985,112.44,0.045,112.44,0.023,2.513,7.094,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.025,5.838e5,0,28.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.18e-4,NaN,NaN,NaN,NaN,5.43,9.728,919.854,337.194,0.03,0.154
12.645,811.212,1.822,-11.635,7.756,13.275,112.526,0.045,112.526,0.023,2.281,6.391,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.024,5.486e5,0,25.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.654e-4,NaN,NaN,NaN,NaN,5.258,9.728,919.846,337.194,0.036,0.154
12.706,811.301,1.145,-11.228,7.274,12.707,112.653,0.045,112.653,0.023,1.923,5.95,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.023,5.145e5,0,23.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.062e-4,NaN,NaN,NaN,NaN,5.26,9.727,919.838,337.194,0.06,0.154
12.794,811.361,0.201,-10.658,6.871,12.029,112.801,0.046,112.801,0.023,1.429,5.578,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.022,4.86e5,0,21.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.163e-4,NaN,NaN,NaN,NaN,5.44,9.727,919.828,337.193,0.089,0.154
# Event APOGEE occurred at t=12.862 seconds
12.862,811.352,-0.476,-9.926,6.365,10.901,112.888,0.046,112.888,0.023,1.121,4.505,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.02,4.502e5,0,17.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099e-4,NaN,NaN,NaN,NaN,5.226,9.726,919.821,337.193,0.068,0.154
12.966,811.251,-1.459,-9.485,6.039,10.301,112.983,0.046,112.983,0.023,0.705,4.017,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.019,4.271e5,0,15.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.746e-4,NaN,NaN,NaN,NaN,5.155,9.726,919.822,337.193,0.104,0.154
13.094,810.991,-2.601,-8.912,5.894,9.555,113.045,0.047,113.045,0.024,0.263,3.446,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.018,4.169e5,0,13.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.134e-4,NaN,NaN,NaN,NaN,5.026,9.727,919.834,337.193,0.128,0.154
13.267,810.42,-4.012,-8.17,6.369,8.869,113.039,0.047,113.039,0.024,0.333,3.449,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.018,4.505e5,0,14.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.355e-4,NaN,NaN,NaN,NaN,5.278,9.729,919.863,337.194,0.173,0.154
13.433,809.659,-5.192,-7.127,6.923,7.903,112.937,0.048,112.937,0.024,0.897,3.413,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.019,4.897e5,0,16.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.162e-4,NaN,NaN,NaN,NaN,5.478,9.732,919.927,337.197,0.165,0.154
13.592,808.751,-6.192,-6.274,7.222,6.879,112.759,0.048,112.759,0.024,1.347,2.822,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.02,5.109e5,0,17.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.777e-4,NaN,NaN,NaN,NaN,5.065,9.737,920.012,337.2,0.159,0.154
13.731,807.839,-6.908,-5.145,7.785,5.958,112.542,0.048,112.542,0.025,1.766,3.006,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.022,5.508e5,0,21.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.169e-4,NaN,NaN,NaN,NaN,5.355,9.743,920.113,337.203,0.139,0.154
13.882,806.746,-7.548,-4.23,8.274,5.246,112.239,0.049,112.239,0.025,2.235,3.104,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.023,5.854e5,0,24.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.213e-4,NaN,NaN,NaN,NaN,5.623,9.749,920.215,337.207,0.151,0.154
14.064,805.318,-8.172,-3.433,8.664,4.469,111.786,0.049,111.786,0.025,2.755,2.86,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.025,6.13e5,0,26.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.633,9.756,920.337,337.211,0.182,0.154
14.202,804.161,-8.558,-2.794,8.738,3.277,111.388,0.049,111.388,0.025,2.992,1.712,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.025,6.184e5,0,27.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.756,9.765,920.497,337.217,0.138,0.154
14.394,802.484,-8.961,-2.105,9.136,2.855,110.78,0.049,110.78,0.025,3.361,1.928,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.026,6.466e5,0,30.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.14,9.773,920.626,337.221,0.191,0.154
14.649,800.147,-9.34,-1.482,9.422,2.116,109.873,0.049,109.873,0.026,3.747,1.511,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.027,6.669e5,0,32.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.992,9.784,920.813,337.228,0.255,0.154
15.018,796.644,-9.632,-0.792,9.682,1.667,108.389,0.05,108.389,0.026,4.288,1.466,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,6.854e5,0,34.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.27,9.799,921.074,337.237,0.369,0.154
15.366,793.279,-9.746,-0.327,9.752,0.606,106.869,0.05,106.869,0.027,4.465,0.51,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.906e5,0,36.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.809,9.822,921.466,337.251,0.347,0.154
15.866,788.395,-9.79,-0.087,9.796,0.722,104.547,0.05,104.547,0.027,4.824,0.717,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.939e5,0,37.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.187,9.844,921.842,337.264,0.5,0.154
16.366,783.501,-9.786,0.006,9.794,0.749,102.041,0.05,102.041,0.028,5.198,0.749,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.94e5,0,37.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.574,9.875,922.387,337.283,0.5,0.154
16.866,778.611,-9.775,0.023,9.787,0.962,99.322,0.049,99.322,0.028,5.68,0.962,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.938e5,0,37.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,6.159,9.907,922.934,337.303,0.5,0.154
17.284,774.52,-9.791,-0.039,9.792,0.235,96.967,0.049,96.967,0.029,5.583,0.232,28.61,-80.599,9.79,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,6.944e5,0,37.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.448,9.939,923.48,337.322,0.418,0.154
